id	score	importantwordcount	intensity
2018-en-valence-train-149-2017-30721	-0.7069999999999999	0.0	2
2018-en-valence-train-150-2017-30242	13.413000000000002	4.0	2
2018-en-valence-train-151-2017-31271	2.2110000000000003	1.0	2
2018-en-valence-train-152-2017-30962	0.07699999999999996	1.0	2
2018-en-valence-train-153-2017-30742	2.039	1.0	2
2018-en-valence-train-154-2017-30919	4.29	1.0	2
2018-en-valence-train-155-2017-31477	1.9009999999999998	0.0	2
2018-en-valence-train-156-2017-30087	-0.043999999999999984	0.0	2
2018-en-valence-train-157-2017-30007	2.47	2.0	2
2018-en-valence-train-158-2017-31005	1.113	0.0	2
2018-en-valence-train-159-2017-30039	3.3350000000000004	2.0	2
2018-en-valence-train-160-2017-30993	-0.49700000000000055	0.0	2
2018-en-valence-train-161-2017-31552	5.393000000000001	3.0	2
2018-en-valence-train-162-2017-31369	3.191	2.0	2
2018-en-valence-train-163-2017-31313	5.3069999999999995	2.0	2
2018-en-valence-train-164-2017-31281	5.23	2.0	2
2018-en-valence-train-165-2017-30138	-1.3980000000000001	0.0	2
2018-en-valence-train-166-2017-31270	9.146	4.0	2
2018-en-valence-train-167-2017-30390	2.1419999999999995	2.0	2
2018-en-valence-train-168-2017-31479	5.568000000000001	4.0	2
2018-en-valence-train-169-2017-30466	0.714	1.0	2
2018-en-valence-train-170-2017-21530	0.9740000000000002	1.0	2
2018-en-valence-train-171-2017-31052	2.113	1.0	2
2018-en-valence-train-172-2017-30179	-2.0589999999999997	0.0	2
2018-en-valence-train-173-2017-31580	-2.316	2.0	2
2018-en-valence-train-174-2017-30339	0.23800000000000043	3.0	2
2018-en-valence-train-175-2017-30957	0.7099999999999997	1.0	2
2018-en-valence-train-176-2017-40774	-0.3270000000000002	0.0	2
2018-en-valence-train-177-2017-31156	8.301	3.0	2
2018-en-valence-train-178-2017-30250	0.3490000000000002	1.0	2
2018-en-valence-train-179-2017-30330	-0.511	0.0	2
2018-en-valence-train-180-2017-31318	3.793	1.0	2
2018-en-valence-train-181-2017-21020	3.143	1.0	2
2018-en-valence-train-182-2017-31083	-1.1440000000000001	2.0	2
2018-en-valence-train-183-2017-31349	3.698	2.0	2
2018-en-valence-train-184-2017-21015	-0.5579999999999999	0.0	2
2018-en-valence-train-185-2017-31432	0.6940000000000001	1.0	2
2018-en-valence-train-186-2017-31556	5.749	3.0	2
2018-en-valence-train-187-2017-31214	-3.2119999999999997	0.0	2
2018-en-valence-train-188-2017-30374	3.365	2.0	2
2018-en-valence-train-189-2017-30865	1.257	2.0	2
2018-en-valence-train-190-2017-31467	1.282	1.0	2
2018-en-valence-train-191-2017-30344	12.082	3.0	2
2018-en-valence-train-192-2017-31143	3.0229999999999997	1.0	2
2018-en-valence-train-193-2017-30481	2.0079999999999996	1.0	2
2018-en-valence-train-194-2017-30987	2.3659999999999997	2.0	2
2018-en-valence-train-195-2017-30135	0.3929999999999999	0.0	2
2018-en-valence-train-196-2017-31558	2.132	1.0	2
2018-en-valence-train-197-2017-31602	-0.17799999999999994	0.0	2
2018-en-valence-train-198-2017-21438	0.9760000000000001	1.0	2
2018-en-valence-train-199-2017-21991	0.4620000000000001	0.0	2
2018-en-valence-train-200-2017-41175	12.186	4.0	2
2018-en-valence-train-201-2017-30094	2.681	1.0	2
2018-en-valence-train-202-2017-31238	2.741	2.0	2
2018-en-valence-train-203-2017-21527	0.9079999999999998	1.0	2
2018-en-valence-train-204-2017-30282	1.282	1.0	2
2018-en-valence-train-205-2017-30455	-0.667	0.0	2
2018-en-valence-train-206-2017-30320	2.271	0.0	2
2018-en-valence-train-207-2017-30254	-0.022000000000000002	0.0	2
2018-en-valence-train-208-2017-30086	0.565	0.0	2
2018-en-valence-train-209-2017-40783	4.86	3.0	2
2018-en-valence-train-210-2017-30123	0.75	0.0	2
2018-en-valence-train-211-2017-30404	2.457	1.0	2
2018-en-valence-train-212-2017-31112	5.397000000000001	4.0	2
2018-en-valence-train-213-2017-20797	1.701	1.0	2
2018-en-valence-train-214-2017-30271	-0.8199999999999998	1.0	2
2018-en-valence-train-215-2017-30883	1.6929999999999998	0.0	2
2018-en-valence-train-216-2017-30335	-0.6250000000000001	0.0	1
2018-en-valence-train-217-2017-30257	1.454	0.0	1
2018-en-valence-train-218-2017-31165	0.5740000000000001	0.0	1
2018-en-valence-train-219-2017-40928	1.631	1.0	1
2018-en-valence-train-220-2017-30129	3.978	2.0	1
2018-en-valence-train-221-2017-31466	4.199	2.0	1
2018-en-valence-train-222-2017-30182	4.496	1.0	1
2018-en-valence-train-223-2017-30384	5.159000000000001	3.0	1
2018-en-valence-train-224-2017-30611	1.7349999999999999	1.0	1
2018-en-valence-train-225-2017-30454	13.662999999999998	5.0	1
2018-en-valence-train-226-2017-30436	1.9769999999999999	3.0	1
2018-en-valence-train-227-2017-30834	6.432	3.0	1
2018-en-valence-train-228-2017-31501	-1.4849999999999999	0.0	1
2018-en-valence-train-229-2017-30983	-0.4560000000000002	1.0	1
2018-en-valence-train-230-2017-30239	3.66	2.0	1
2018-en-valence-train-231-2017-30976	-1.2460000000000002	1.0	1
2018-en-valence-train-232-2017-30287	2.5909999999999997	1.0	1
2018-en-valence-train-233-2017-30207	0.375	0.0	1
2018-en-valence-train-234-2017-31474	4.316999999999999	2.0	1
2018-en-valence-train-235-2017-30558	6.842	4.0	1
2018-en-valence-train-236-2017-31588	2.478	1.0	1
2018-en-valence-train-237-2017-31246	-0.8390000000000002	0.0	1
2018-en-valence-train-238-2017-30270	4.249	2.0	1
2018-en-valence-train-239-2017-30421	2.55	0.0	1
2018-en-valence-train-240-2017-31039	6.380000000000001	3.0	1
2018-en-valence-train-241-2017-31278	2.607	1.0	1
2018-en-valence-train-242-2017-31613	-0.6520000000000001	1.0	1
2018-en-valence-train-243-2017-31610	3.569	2.0	1
2018-en-valence-train-244-2017-30887	0.020999999999999852	0.0	1
2018-en-valence-train-245-2017-30012	5.0	1.0	1
2018-en-valence-train-246-2017-40765	4.3629999999999995	1.0	1
2018-en-valence-train-247-2017-41327	-2.0	0.0	1
2018-en-valence-train-248-2017-31335	5.71	2.0	1
2018-en-valence-train-249-2017-30246	4.673	1.0	1
2018-en-valence-train-250-2017-30331	0.646	1.0	1
2018-en-valence-train-251-2017-30456	0.20499999999999985	1.0	1
2018-en-valence-train-252-2017-31274	4.196000000000001	2.0	1
2018-en-valence-train-253-2017-31284	0.275	0.0	1
2018-en-valence-train-254-2017-20871	-0.7449999999999999	0.0	1
2018-en-valence-train-255-2017-31460	0.544	0.0	1
2018-en-valence-train-256-2017-31383	1.5379999999999998	1.0	1
2018-en-valence-train-257-2017-30238	0.369	0.0	1
2018-en-valence-train-258-2017-31500	2.479	1.0	1
2018-en-valence-train-259-2017-30949	1.108	1.0	1
2018-en-valence-train-260-2017-22229	2.218	0.0	1
2018-en-valence-train-261-2017-30666	4.202999999999999	1.0	1
2018-en-valence-train-262-2017-30276	1.107	1.0	1
2018-en-valence-train-263-2017-30230	0.186	0.0	1
2018-en-valence-train-264-2017-30420	2.182	1.0	1
2018-en-valence-train-265-2017-30229	2.919	1.0	1
2018-en-valence-train-266-2017-30139	-2.235	1.0	1
2018-en-valence-train-267-2017-30195	-5.887	0.0	1
2018-en-valence-train-268-2017-31256	4.378	2.0	1
2018-en-valence-train-269-2017-30459	9.318999999999999	2.0	1
2018-en-valence-train-270-2017-30417	1.332	0.0	1
2018-en-valence-train-271-2017-30926	3.033	1.0	1
2018-en-valence-train-272-2017-30749	2.873	1.0	1
2018-en-valence-train-273-2017-30690	0.11599999999999988	0.0	1
2018-en-valence-train-274-2017-30210	5.718999999999999	4.0	1
2018-en-valence-train-275-2017-30237	2.5130000000000003	1.0	1
2018-en-valence-train-276-2017-31101	0.1319999999999999	1.0	1
2018-en-valence-train-277-2017-10659	6.413	3.0	1
2018-en-valence-train-278-2017-40664	-0.9280000000000002	0.0	1
2018-en-valence-train-279-2017-31548	2.988	1.0	1
2018-en-valence-train-280-2017-21103	-3.335	0.0	1
2018-en-valence-train-281-2017-30971	1.0650000000000004	1.0	1
2018-en-valence-train-282-2017-30164	1.2770000000000001	1.0	1
2018-en-valence-train-283-2017-22146	3.3059999999999996	1.0	1
2018-en-valence-train-284-2017-20866	-2.8899999999999997	0.0	1
2018-en-valence-train-285-2017-31562	3.162999999999999	2.0	1
2018-en-valence-train-286-2017-31227	0.02599999999999969	2.0	1
2018-en-valence-train-287-2017-40781	0.869	0.0	1
2018-en-valence-train-288-2017-30944	1.0270000000000001	1.0	1
2018-en-valence-train-289-2017-31120	0.746	2.0	1
2018-en-valence-train-290-2017-30877	-7.473999999999999	0.0	1
2018-en-valence-train-291-2017-41231	5.464999999999999	2.0	1
2018-en-valence-train-292-2017-31555	0.9530000000000001	0.0	1
2018-en-valence-train-293-2017-31221	4.877	2.0	1
2018-en-valence-train-294-2017-31343	3.0820000000000003	2.0	1
2018-en-valence-train-295-2017-30609	7.888000000000001	3.0	1
2018-en-valence-train-296-2017-30936	-0.9410000000000001	0.0	1
2018-en-valence-train-297-2017-30665	-0.9609999999999999	0.0	1
2018-en-valence-train-298-2017-31495	2.3370000000000006	2.0	1
2018-en-valence-train-299-2017-40730	2.823	2.0	1
2018-en-valence-train-300-2017-30321	3.043	1.0	1
2018-en-valence-train-301-2017-30366	1.034	0.0	1
2018-en-valence-train-302-2017-30985	0.35099999999999987	0.0	1
2018-en-valence-train-303-2017-31255	-5.014	0.0	1
2018-en-valence-train-304-2017-31268	0.05	1.0	1
2018-en-valence-train-305-2017-30073	0.9610000000000001	1.0	1
2018-en-valence-train-306-2017-31296	2.6290000000000004	2.0	1
2018-en-valence-train-307-2017-40740	-1.614	0.0	1
2018-en-valence-train-308-2017-40718	2.849	2.0	1
2018-en-valence-train-309-2017-31388	5.1339999999999995	1.0	1
2018-en-valence-train-310-2017-31507	5.556	1.0	1
2018-en-valence-train-311-2017-30491	-1.189	0.0	1
2018-en-valence-train-312-2017-20154	-0.9069999999999997	0.0	1
2018-en-valence-train-313-2017-30568	0.3710000000000001	0.0	1
2018-en-valence-train-314-2017-30693	0.45899999999999963	2.0	1
2018-en-valence-train-315-2017-40553	3.154	2.0	1
2018-en-valence-train-316-2017-31012	2.866	1.0	1
2018-en-valence-train-317-2017-30462	4.262	2.0	1
2018-en-valence-train-318-2017-30888	1.24	0.0	1
2018-en-valence-train-319-2017-30627	4.93	3.0	1
2018-en-valence-train-320-2017-31210	2.758	2.0	1
2018-en-valence-train-321-2017-31325	-0.6409999999999999	0.0	1
2018-en-valence-train-322-2017-21806	-4.421	0.0	1
2018-en-valence-train-323-2017-31249	11.464	4.0	1
2018-en-valence-train-324-2017-41186	5.678999999999999	1.0	1
2018-en-valence-train-325-2017-30560	2.4879999999999995	1.0	1
2018-en-valence-train-326-2017-31519	3.4599999999999995	1.0	1
2018-en-valence-train-327-2017-10989	1.2619999999999998	1.0	1
2018-en-valence-train-328-2017-31050	1.7759999999999996	0.0	1
2018-en-valence-train-329-2017-30209	6.7459999999999996	5.0	1
2018-en-valence-train-330-2017-30220	1.903	1.0	1
2018-en-valence-train-331-2017-30186	2.5349999999999997	0.0	1
2018-en-valence-train-332-2017-31576	-0.938	0.0	1
2018-en-valence-train-333-2017-31379	1.769	1.0	1
2018-en-valence-train-334-2017-31177	3.118	2.0	1
2018-en-valence-train-335-2017-31198	1.566	1.0	1
2018-en-valence-train-336-2017-30475	0.0	0.0	1
2018-en-valence-train-337-2017-30158	-2.084	0.0	1
2018-en-valence-train-338-2017-31280	2.2169999999999996	1.0	1
2018-en-valence-train-339-2017-21112	9.475999999999999	5.0	1
2018-en-valence-train-340-2017-10939	5.534	3.0	1
2018-en-valence-train-341-2017-41466	1.343	1.0	1
2018-en-valence-train-342-2017-21089	2.567	1.0	1
2018-en-valence-train-343-2017-30231	8.872	4.0	1
2018-en-valence-train-344-2017-30312	5.978	1.0	1
2018-en-valence-train-345-2017-31442	1.9099999999999997	1.0	1
2018-en-valence-train-346-2017-30406	1.297	1.0	1
2018-en-valence-train-347-2017-30076	11.722000000000001	5.0	1
2018-en-valence-train-348-2017-31310	5.714	2.0	1
2018-en-valence-train-349-2017-30915	0.843	0.0	1
2018-en-valence-train-350-2017-30241	-0.822	0.0	1
2018-en-valence-train-351-2017-30483	-1.1280000000000001	0.0	1
2018-en-valence-train-352-2017-30711	-4.096	0.0	1
2018-en-valence-train-353-2017-40523	-0.10999999999999985	2.0	1
2018-en-valence-train-354-2017-31191	2.716	1.0	1
2018-en-valence-train-355-2017-31360	11.889	6.0	1
2018-en-valence-train-356-2017-30347	-1.9620000000000004	1.0	1
2018-en-valence-train-357-2017-30453	-1.847	0.0	1
2018-en-valence-train-358-2017-30597	-0.2380000000000001	0.0	1
2018-en-valence-train-359-2017-30542	-1.625	0.0	1
2018-en-valence-train-360-2017-30054	0.44100000000000006	2.0	1
2018-en-valence-train-361-2017-31016	1.6409999999999998	1.0	1
2018-en-valence-train-362-2017-30329	2.988	1.0	1
2018-en-valence-train-363-2017-11678	0.5799999999999998	0.0	1
2018-en-valence-train-364-2017-31245	4.26	2.0	1
2018-en-valence-train-365-2017-30614	0.974	1.0	1
2018-en-valence-train-366-2017-30265	-4.606999999999999	0.0	1
2018-en-valence-train-367-2017-11466	1.9459999999999995	1.0	1
2018-en-valence-train-368-2017-30585	1.621	1.0	1
2018-en-valence-train-369-2017-30341	0.5470000000000002	0.0	1
2018-en-valence-train-370-2017-30497	-0.36800000000000077	2.0	1
2018-en-valence-train-371-2017-31306	0.16	0.0	1
2018-en-valence-train-372-2017-30226	1.583	2.0	1
2018-en-valence-train-373-2017-20031	-1.5230000000000004	0.0	1
2018-en-valence-train-374-2017-30999	-2.5810000000000004	0.0	1
2018-en-valence-train-375-2017-41368	-0.016000000000000125	0.0	1
2018-en-valence-train-376-2017-10186	-2.3619999999999997	1.0	1
2018-en-valence-train-377-2017-30755	6.219	3.0	1
2018-en-valence-train-378-2017-31252	0.007999999999999896	2.0	1
2018-en-valence-train-379-2017-30026	2.6799999999999997	1.0	1
2018-en-valence-train-380-2017-30380	3.855	1.0	1
2018-en-valence-train-381-2017-31023	1.5559999999999998	1.0	0
2018-en-valence-train-382-2017-30557	3.3480000000000003	1.0	0
2018-en-valence-train-383-2017-11129	0.6519999999999997	3.0	0
2018-en-valence-train-384-2017-31182	0.1399999999999999	0.0	0
2018-en-valence-train-385-2017-30629	2.175	0.0	0
2018-en-valence-train-386-2017-31615	0.4119999999999995	2.0	0
2018-en-valence-train-387-2017-31169	5.269	2.0	0
2018-en-valence-train-388-2017-30463	1.194	1.0	0
2018-en-valence-train-389-2017-31440	6.039	3.0	0
2018-en-valence-train-390-2017-40694	-0.31299999999999994	1.0	0
2018-en-valence-train-391-2017-31111	6.195000000000001	3.0	0
2018-en-valence-train-392-2017-30842	1.6789999999999998	1.0	0
2018-en-valence-train-393-2017-31437	4.029999999999999	2.0	0
2018-en-valence-train-394-2017-10582	-0.02200000000000024	1.0	0
2018-en-valence-train-395-2017-20805	0.649	2.0	0
2018-en-valence-train-396-2017-31403	3.6790000000000003	3.0	0
2018-en-valence-train-397-2017-31217	1.496	1.0	0
2018-en-valence-train-398-2017-30477	6.38	3.0	0
2018-en-valence-train-399-2017-30153	0.021999999999999992	0.0	0
2018-en-valence-train-400-2017-41038	-0.14700000000000024	1.0	0
2018-en-valence-train-401-2017-30405	3.9150000000000005	2.0	0
2018-en-valence-train-402-2017-10626	0.49400000000000005	0.0	0
2018-en-valence-train-403-2017-21121	4.339	3.0	0
2018-en-valence-train-404-2017-11269	-0.45399999999999985	0.0	0
2018-en-valence-train-405-2017-41166	-0.3829999999999999	0.0	0
2018-en-valence-train-406-2017-30487	2.5679999999999996	1.0	0
2018-en-valence-train-407-2017-10908	-5.744000000000001	0.0	0
2018-en-valence-train-408-2017-30355	0.572	1.0	0
2018-en-valence-train-409-2017-30381	-0.015999999999999875	0.0	0
2018-en-valence-train-410-2017-30503	-0.9990000000000006	1.0	0
2018-en-valence-train-411-2017-30414	3.4990000000000006	2.0	0
2018-en-valence-train-412-2017-30485	0.05300000000000003	0.0	0
2018-en-valence-train-413-2017-30248	0.9870000000000001	0.0	0
2018-en-valence-train-414-2017-30266	0.0	0.0	0
2018-en-valence-train-415-2017-10692	1.9250000000000003	1.0	0
2018-en-valence-train-416-2017-30722	-1.19	0.0	0
2018-en-valence-train-417-2017-21982	-2.093	1.0	0
2018-en-valence-train-418-2017-30833	-0.10799999999999998	0.0	0
2018-en-valence-train-419-2017-31596	1.7260000000000002	1.0	0
2018-en-valence-train-420-2017-40595	13.171000000000001	4.0	0
2018-en-valence-train-421-2017-30624	-1.026	0.0	0
2018-en-valence-train-422-2017-21082	1.281	1.0	0
2018-en-valence-train-423-2017-31341	-0.4119999999999999	0.0	0
2018-en-valence-train-424-2017-30228	2.204	0.0	0
2018-en-valence-train-425-2017-40758	6.4590000000000005	2.0	0
2018-en-valence-train-426-2017-10501	-0.42699999999999994	0.0	0
2018-en-valence-train-427-2017-31559	-0.6799999999999999	0.0	0
2018-en-valence-train-428-2017-21027	4.202	2.0	0
2018-en-valence-train-429-2017-30445	-0.982	0.0	0
2018-en-valence-train-430-2017-31366	3.0460000000000003	2.0	0
2018-en-valence-train-431-2017-40725	2.695999999999999	1.0	0
2018-en-valence-train-432-2017-31323	0.08100000000000028	0.0	0
2018-en-valence-train-433-2017-20831	-0.12200000000000011	0.0	0
2018-en-valence-train-434-2017-31527	0.6620000000000001	1.0	0
2018-en-valence-train-435-2017-41083	-1.6159999999999997	1.0	0
2018-en-valence-train-436-2017-31404	2.6470000000000002	2.0	0
2018-en-valence-train-437-2017-30377	3.8600000000000003	2.0	0
2018-en-valence-train-438-2017-11105	-0.08099999999999974	0.0	0
2018-en-valence-train-439-2017-10969	-1.8960000000000001	1.0	0
2018-en-valence-train-440-2017-20963	0.575	0.0	0
2018-en-valence-train-441-2017-11054	1.2659999999999998	1.0	0
2018-en-valence-train-442-2017-31248	-4.318999999999999	1.0	0
2018-en-valence-train-443-2017-30416	0.8280000000000001	1.0	0
2018-en-valence-train-444-2017-30521	0.8909999999999999	0.0	0
2018-en-valence-train-445-2017-30678	-0.6659999999999999	0.0	0
2018-en-valence-train-446-2017-20140	1.985	1.0	0
2018-en-valence-train-447-2017-30600	-0.6730000000000002	1.0	0
2018-en-valence-train-448-2017-20569	-3.948	0.0	0
2018-en-valence-train-449-2017-30635	1.885	0.0	0
2018-en-valence-train-450-2017-21305	-0.5889999999999999	1.0	0
2018-en-valence-train-451-2017-21188	1.55	0.0	0
2018-en-valence-train-452-2017-31326	0.40699999999999986	1.0	0
2018-en-valence-train-453-2017-31435	-1.166	0.0	0
2018-en-valence-train-454-2017-40814	1.9639999999999995	1.0	0
